city,human,driver,car,accident,child,bike commuter,public transportation,car commuter,walk to work,traffic signal,intersection,tree,restaurant,cafe,park,companies registered,museum,school
newyork,8406000,5867996,1808038,70403,1815696,67248,4673736,2328462,865818,12460,45000,592130,25356,1175,1700,331185,83,1700
